queue_key,service_type,group,slug,entity_type,entity_tier,priority_tier,high_impact,entity_cohort,release_cohort,release_title,release_date,release_year,stream,release_kind,gap_status,confidence_bucket,current_status,current_url,provenance,attempted_methods_count,review_reason,recommended_action,suggested_search_query,missing_mv_allowlist,mv_allowlist_urls
0f3f8853-6133-55c0-bc74-3c7a14d0841f:youtube_mv,youtube_mv,Stray Kids,stray-kids,group,core,tier_1,true,recent,recent,WHY?,2024-04-12,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,Stray Kids WHY? official mv,false,https://www.youtube.com/channel/UC9rMiEjNaCSsebs31MRDCRA | https://www.youtube.com/@JYPEntertainment
520f2a8b-295b-515a-bc7b-0ed376c8eb92:youtube_mv,youtube_mv,KISS OF LIFE,kiss-of-life,group,core,tier_1,true,latest,recent,Midas Touch,2024-04-03,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,KISS OF LIFE Midas Touch official mv,false,https://www.youtube.com/channel/UCvEEeBssb4XxIfWWIB8IjMw
13563390-427a-5ebb-8945-956ddb99fa75:youtube_mv,youtube_mv,BABYMONSTER,babymonster,group,core,tier_1,true,latest,recent,BABYMONS7ER,2024-04-01,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,BABYMONSTER Stuck in the Middle (7 ver.) official mv,false,https://www.youtube.com/channel/UCqwUnggBBct-AY2lAdI88jQ | https://www.youtube.com/@YGEntertainment
4d79fd44-16ef-5f13-979a-b2b305b5a15f:youtube_mv,youtube_mv,TOMORROW X TOGETHER,tomorrow-x-together,group,core,tier_1,true,latest,recent,minisode 3: TOMORROW,2024-04-01,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,"No dependable title-track metadata is attached yet, so MV verification falls back to the release title.",allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,TOMORROW X TOGETHER minisode 3: TOMORROW official mv,false,https://www.youtube.com/channel/UCtiObj3CsEAdNU6ZPWDsddQ | https://www.youtube.com/@HYBELABELS
45d6fc77-2019-5d2b-a899-91faa140a410:youtube_mv,youtube_mv,NCT DREAM,nct-dream,unit,core,tier_1,true,recent,recent,DREAM( )SCAPE,2024-03-25,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,"No dependable title-track metadata is attached yet, so MV verification falls back to the release title.",allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,NCT DREAM DREAM( )SCAPE official mv,false,https://www.youtube.com/channel/UCXURHJRGr4-EB3l87kcbElw | https://www.youtube.com/@SMTOWN
52846230-11e9-5df6-88b0-9122dd4569b9:youtube_mv,youtube_mv,YOUNG POSSE,young-posse,group,longtail,tier_1,true,latest,recent,XXL,2024-03-20,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No official team or label YouTube source is registered yet for this release.,team/label YouTube allowlist를 먼저 보강한 뒤 canonical MV를 다시 검토합니다.,YOUNG POSSE XXL official mv,true,
fe094d84-d19a-5dd6-9463-ad42b521e9f9:youtube_mv,youtube_mv,(G)I-DLE,g-i-dle,group,core,tier_1,true,recent,recent,This Time Around,2024-03-15,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,(G)I-DLE This Time Around official mv,false,https://www.youtube.com/channel/UCritGVo7pLJLUS8wEu32vow
cfb6817c-b857-57d8-a22d-31cb9357897d:youtube_mv,youtube_mv,(G)I-DLE,g-i-dle,group,core,tier_1,true,recent,recent,Abracadabra,2024-03-08,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,(G)I-DLE Abracadabra official mv,false,https://www.youtube.com/channel/UCritGVo7pLJLUS8wEu32vow
dc9e3c1b-c223-52d2-a585-68ac65cdbd23:youtube_mv,youtube_mv,ZEROBASEONE,zerobaseone,group,core,tier_1,true,latest,recent,ゆらゆら -運命の花-,2024-03-08,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,ZEROBASEONE ゆらゆら -運命の花- official mv,false,https://www.youtube.com/channel/UCSAp0Yl9S0Zq5uDqE6im_XQ
7f1ae25c-d700-5914-b5df-b20447cd2fdf:youtube_mv,youtube_mv,aespa,aespa,group,core,tier_1,true,recent,recent,Over You,2024-03-01,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,aespa Over You official mv,false,https://www.youtube.com/channel/UC9GtSLeksfK4yuJ_g1lgQbg | https://www.youtube.com/@SMTOWN
9d479cd7-3cdf-5c33-b563-f5bf8b948e34:youtube_mv,youtube_mv,ATEEZ,ateez,group,core,tier_1,true,latest,recent,NOT OKAY,2024-02-28,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,ATEEZ NOT OKAY official mv,false,https://www.youtube.com/channel/UC2e4Ukj5Pfr7cb3KpJAFBdQ
3ac885fe-e0a5-55d3-b3a0-06e9f0f7176d:youtube_mv,youtube_mv,H1-KEY,h1-key,group,longtail,tier_1,true,latest,recent,H1-KEYnote #2 [기뻐] (Deeper),2024-02-27,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,H1-KEY 기뻐 (Deeper) official mv,false,https://www.youtube.com/channel/UC-6L6QIx3M6O_ROf7CP-pJg
5969a223-7d42-5361-8656-3d5d3c0e2221:youtube_mv,youtube_mv,PLAVE,plave,group,core,tier_1,true,latest,recent,ASTERUM : 134-1,2024-02-26,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,PLAVE Merry PLLIstmas official mv,false,https://www.youtube.com/channel/UCPZIPuQPrfrUG9Xe_okEmQA
3fa433b1-885d-530c-8118-e8e21c623544:youtube_mv,youtube_mv,aespa,aespa,group,core,tier_1,true,recent,recent,Whiplash,2024-02-24,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,aespa Whiplash official mv,false,https://www.youtube.com/channel/UC9GtSLeksfK4yuJ_g1lgQbg | https://www.youtube.com/@SMTOWN
add36473-18b2-50bc-b82e-61dbaf99227e:youtube_mv,youtube_mv,ENHYPEN,enhypen,group,core,tier_1,true,latest,recent,What Makes You Beautiful,2024-02-23,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,ENHYPEN What Makes You Beautiful official mv,false,https://www.youtube.com/channel/UCArLZtok93cO5R9RI4_Y5Jw | https://www.youtube.com/@HYBELABELS
887640c3-4d0a-54b4-b041-e79da5748577:youtube_mv,youtube_mv,ITZY,itzy,group,core,tier_1,true,recent,recent,Like Magic,2024-02-20,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,ITZY Like Magic official mv,false,https://www.youtube.com/channel/UCDhM2k2Cua-JdobAh5moMFg | https://www.youtube.com/@JYPEntertainment
3b8ba248-fed5-5ed5-88c9-c661b1788e33:youtube_mv,youtube_mv,Stray Kids,stray-kids,group,core,tier_1,true,recent,recent,Like Magic,2024-02-20,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,Stray Kids Like Magic official mv,false,https://www.youtube.com/channel/UC9rMiEjNaCSsebs31MRDCRA | https://www.youtube.com/@JYPEntertainment
ee3bdfdc-ff9d-53ce-85b1-bb385200eff5:youtube_mv,youtube_mv,LE SSERAFIM,le-sserafim,group,core,tier_1,true,latest,recent,EASY,2024-02-19,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,LE SSERAFIM EASY official mv,false,https://www.youtube.com/channel/UCs-QBT4qkj_YiQw1ZntDO3g | https://www.youtube.com/@HYBELABELS
1fc8a82b-c935-51f0-a054-4d086dbc9403:youtube_mv,youtube_mv,ENHYPEN,enhypen,group,core,tier_1,true,latest,recent,I NEED U,2024-02-16,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,ENHYPEN I NEED U official mv,false,https://www.youtube.com/channel/UCArLZtok93cO5R9RI4_Y5Jw | https://www.youtube.com/@HYBELABELS
19278b1d-e8e9-51ff-8285-20c1d13feb81:youtube_mv,youtube_mv,YENA,yena,solo,unknown,tier_1,true,latest,recent,DNA,2024-02-07,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,YENA DNA official mv,false,https://www.youtube.com/@yena_official
cf220534-1977-5fe9-b58a-fee8929a20f5:youtube_mv,youtube_mv,P1Harmony,p1harmony,group,core,tier_1,true,latest,recent,때깔 (Killin’ It),2024-02-05,2024,album,album,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,P1Harmony 때깔 (Killin’ It) official mv,false,https://www.youtube.com/channel/UCe-XzQhLaq4zS_mPXzuc_2Q
a69a4e24-cd61-5705-8cfd-51019272b55b:youtube_mv,youtube_mv,YOUNG POSSE,young-posse,group,longtail,tier_1,true,latest,recent,YOUNG POSSE UP,2024-02-04,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No official team or label YouTube source is registered yet for this release.,team/label YouTube allowlist를 먼저 보강한 뒤 canonical MV를 다시 검토합니다.,YOUNG POSSE YOUNG POSSE UP official mv,true,
bd8168fb-59ab-5d88-9cb5-ff1a3d5e5df2:youtube_mv,youtube_mv,BABYMONSTER,babymonster,group,core,tier_1,true,latest,recent,Stuck in the Middle,2024-02-01,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,BABYMONSTER Stuck in the Middle official mv,false,https://www.youtube.com/channel/UCqwUnggBBct-AY2lAdI88jQ | https://www.youtube.com/@YGEntertainment
d60e2d34-ec32-5e51-ae15-cbba453d8e61:youtube_mv,youtube_mv,(G)I-DLE,g-i-dle,group,core,tier_1,true,recent,recent,2,2024-01-29,2024,album,album,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,(G)I-DLE Wife official mv,false,https://www.youtube.com/channel/UCritGVo7pLJLUS8wEu32vow
2aab479c-c675-5cc3-8621-d51e2f9f5d84:youtube_mv,youtube_mv,POW,pow,group,longtail,tier_1,true,latest,recent,Valentine,2024-01-25,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No official team or label YouTube source is registered yet for this release.,team/label YouTube allowlist를 먼저 보강한 뒤 canonical MV를 다시 검토합니다.,POW Valentine official mv,true,
4cef6de1-8866-5eaf-b5dd-05b03598b24b:youtube_mv,youtube_mv,SEVENTEEN,seventeen,group,core,tier_1,true,recent,recent,相遇的意义,2024-01-23,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,SEVENTEEN 相遇的意义 official mv,false,https://www.youtube.com/channel/UC0gpUnoyhu44aS3-NxYs7rg | https://www.youtube.com/@HYBELABELS | https://www.youtube.com/channel/UCfkXDY7vwkcJ8ddFGz8KusA
80df7be0-7e9d-5512-9324-d74bfe011fd4:youtube_mv,youtube_mv,AB6IX,ab6ix,group,longtail,tier_1,true,latest,recent,THE FUTURE IS OURS: FOUND,2024-01-22,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,"No dependable title-track metadata is attached yet, so MV verification falls back to the release title.",allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,AB6IX THE FUTURE IS OURS: FOUND official mv,false,https://www.youtube.com/channel/UCwytna6i1rFCt13a3Qvuk-A
888de412-d391-5570-9e18-5c6f4b0127c5:youtube_mv,youtube_mv,TWS,tws,group,core,tier_1,true,latest,recent,Sparkling Blue,2024-01-22,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,TWS Oh Mymy : 7s official mv,false,https://www.youtube.com/channel/UC8C6QOPDVYwmuaSBZksefdg | https://www.youtube.com/@HYBELABELS
da67b7ee-0655-525b-982c-d2a8a8e04390:youtube_mv,youtube_mv,(G)I-DLE,g-i-dle,group,core,tier_1,true,recent,recent,Wife,2024-01-21,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,(G)I-DLE Wife official mv,false,https://www.youtube.com/channel/UCritGVo7pLJLUS8wEu32vow
f5214f9e-7e98-5b5f-b188-6587370fed23:youtube_mv,youtube_mv,H1-KEY,h1-key,group,longtail,tier_1,true,latest,recent,H1-KEYnote #1 [Thinkin’ About You],2024-01-19,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,H1-KEY Thinkin’ About You official mv,false,https://www.youtube.com/channel/UC-6L6QIx3M6O_ROf7CP-pJg
18aa7924-7e53-5ec5-bc16-4550b39da06d:youtube_mv,youtube_mv,IVE,ive,group,core,tier_1,true,recent,recent,All Night,2024-01-19,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,IVE All Night official mv,false,https://www.youtube.com/channel/UC-Fnix71vRP64WXeo0ikd0Q | https://www.youtube.com/@officialstarship
b18e824c-d318-5848-9b08-7341982cca31:youtube_mv,youtube_mv,YENA,yena,solo,unknown,tier_1,true,latest,recent,GOOD MORNING,2024-01-15,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,YENA Good Morning official mv,false,https://www.youtube.com/@yena_official
f285cc77-e963-59aa-82b3-15fea24e2bf0:youtube_mv,youtube_mv,ALL(H)OURS,all-h-ours,group,longtail,tier_1,true,latest,recent,ALL OURS,2024-01-10,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No official team or label YouTube source is registered yet for this release.,team/label YouTube allowlist를 먼저 보강한 뒤 canonical MV를 다시 검토합니다.,ALL(H)OURS ALL OURS official mv,true,
d67da44b-8136-5809-a8a7-cb6c839a1509:youtube_mv,youtube_mv,ITZY,itzy,group,core,tier_1,true,recent,recent,BORN TO BE,2024-01-08,2024,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,ITZY BORN TO BE official mv,false,https://www.youtube.com/channel/UCDhM2k2Cua-JdobAh5moMFg | https://www.youtube.com/@JYPEntertainment
6c14d7dd-45b6-527d-9c4d-1726caec44f2:youtube_mv,youtube_mv,TWS,tws,group,core,tier_1,true,latest,recent,Oh Mymy : 7s,2024-01-02,2024,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,TWS Oh Mymy : 7s official mv,false,https://www.youtube.com/channel/UC8C6QOPDVYwmuaSBZksefdg | https://www.youtube.com/@HYBELABELS
0feedd7c-e83e-59e5-8ccb-be32e3f905f7:youtube_mv,youtube_mv,SEVENTEEN,seventeen,group,core,tier_1,true,recent,recent,경음악의 신,2023-12-25,2023,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,SEVENTEEN 경음악의 신 official mv,false,https://www.youtube.com/channel/UC0gpUnoyhu44aS3-NxYs7rg | https://www.youtube.com/@HYBELABELS | https://www.youtube.com/channel/UCfkXDY7vwkcJ8ddFGz8KusA
dbedb78f-7b46-53ff-a7d0-eb420fe19077:youtube_mv,youtube_mv,PLAVE,plave,group,core,tier_1,true,latest,recent,Merry PLListmas,2023-12-12,2023,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,PLAVE Merry PLLIstmas official mv,false,https://www.youtube.com/channel/UCPZIPuQPrfrUG9Xe_okEmQA
6311ba91-d3d2-5142-8f90-43f3777e343e:youtube_mv,youtube_mv,TWICE,twice,group,core,tier_1,true,recent,recent,Dance Again,2023-12-12,2023,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,10,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,TWICE Dance Again official mv,false,https://www.youtube.com/channel/UCzgxx_DM2Dcb9Y1spb9mUJA | https://www.youtube.com/@JYPEntertainment
791cbc0c-75ba-5243-9bb3-554fffb37a9b:youtube_mv,youtube_mv,ATEEZ,ateez,group,core,tier_1,true,latest,recent,THE WORLD EP.FIN : WILL,2023-12-01,2023,album,album,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,ATEEZ FIN : WILL official mv,false,https://www.youtube.com/channel/UC2e4Ukj5Pfr7cb3KpJAFBdQ
576612ca-e507-5f1c-b11c-3c76bcf9be84:youtube_mv,youtube_mv,BABYMONSTER,babymonster,group,core,tier_1,true,latest,recent,BATTER UP,2023-11-27,2023,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,BABYMONSTER BATTER UP official mv,false,https://www.youtube.com/channel/UCqwUnggBBct-AY2lAdI88jQ | https://www.youtube.com/@YGEntertainment
fc21c93e-699b-5a96-ad35-4c1e24df7e22:youtube_mv,youtube_mv,AB6IX,ab6ix,group,longtail,tier_1,true,latest,recent,Siren,2023-11-24,2023,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,AB6IX SIREN official mv,false,https://www.youtube.com/channel/UCwytna6i1rFCt13a3Qvuk-A
8a99d553-f549-567a-9c62-0bda7781a410:youtube_mv,youtube_mv,aespa,aespa,group,core,tier_1,true,recent,recent,Jingle Bell Rock,2023-11-24,2023,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,aespa Jingle Bell Rock official mv,false,https://www.youtube.com/channel/UC9GtSLeksfK4yuJ_g1lgQbg | https://www.youtube.com/@SMTOWN
906a2522-8c79-57dc-83ce-b50cf798ff04:youtube_mv,youtube_mv,ENHYPEN,enhypen,group,core,tier_1,true,latest,recent,ORANGE BLOOD,2023-11-17,2023,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,"No dependable title-track metadata is attached yet, so MV verification falls back to the release title.",allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,ENHYPEN ORANGE BLOOD official mv,false,https://www.youtube.com/channel/UCArLZtok93cO5R9RI4_Y5Jw | https://www.youtube.com/@HYBELABELS
60649bc4-3862-5435-b11e-74efc4cd6c41:youtube_mv,youtube_mv,&TEAM,and-team,group,core,tier_1,true,latest,recent,First Howling : NOW,2023-11-15,2023,album,album,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,"No dependable title-track metadata is attached yet, so MV verification falls back to the release title.",allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,&TEAM First Howling : NOW official mv,false,https://www.youtube.com/channel/UCHD1jo5RhijLfx5-0Ehe_cg | https://www.youtube.com/@HYBELABELS
9eca600b-3374-5bce-8962-a128a0814fb8:youtube_mv,youtube_mv,Red Velvet,red-velvet,group,core,tier_1,true,recent,recent,Chill Kill,2023-11-13,2023,album,album,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,Red Velvet Chill Kill official mv,false,https://www.youtube.com/channel/UCk9GmdlDTBfgGRb7vXeRMoQ
4b8f11e9-7624-503b-8635-99cd1da29020:youtube_mv,youtube_mv,aespa,aespa,group,core,tier_1,true,recent,recent,Drama,2023-11-10,2023,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,aespa Drama official mv,false,https://www.youtube.com/channel/UC9GtSLeksfK4yuJ_g1lgQbg | https://www.youtube.com/@SMTOWN
88fcde82-1e39-5e39-af82-2f2c8422a81b:youtube_mv,youtube_mv,aespa,aespa,group,core,tier_1,true,recent,recent,Drama,2023-11-10,2023,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,aespa Drama official mv,false,https://www.youtube.com/channel/UC9GtSLeksfK4yuJ_g1lgQbg | https://www.youtube.com/@SMTOWN
06dd7b9d-2b35-5a76-8722-1e6fbad6ffaf:youtube_mv,youtube_mv,Stray Kids,stray-kids,group,core,tier_1,true,recent,recent,樂-STAR,2023-11-10,2023,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,Stray Kids SOCIAL PATH (Korean ver.) official mv,false,https://www.youtube.com/channel/UC9rMiEjNaCSsebs31MRDCRA | https://www.youtube.com/@JYPEntertainment
5d6cc0e6-c1bf-5f70-9bd3-7ab2ece3f8e2:youtube_mv,youtube_mv,P1Harmony,p1harmony,group,core,tier_1,true,latest,recent,Fall in Love Again,2023-11-09,2023,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,P1Harmony Fall in Love Again official mv,false,https://www.youtube.com/channel/UCe-XzQhLaq4zS_mPXzuc_2Q
819446db-77e0-58e4-9780-8f770f270947:youtube_mv,youtube_mv,KISS OF LIFE,kiss-of-life,group,core,tier_1,true,latest,recent,Born to be XX,2023-11-08,2023,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,"No dependable title-track metadata is attached yet, so MV verification falls back to the release title.",allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,KISS OF LIFE Born to be XX official mv,false,https://www.youtube.com/channel/UCvEEeBssb4XxIfWWIB8IjMw
008c7fe4-734c-5fc9-9bb3-ba1c0a9c9188:youtube_mv,youtube_mv,WHIB,whib,group,longtail,tier_1,true,latest,recent,Cut‐Out,2023-11-08,2023,song,single,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,"No dependable title-track metadata is attached yet, so MV verification falls back to the release title.",team/label YouTube allowlist를 먼저 보강한 뒤 canonical MV를 다시 검토합니다.,WHIB Cut‐Out official mv,true,
8ab7b784-2d4d-5178-9e9b-1e612a09ab32:youtube_mv,youtube_mv,ZEROBASEONE,zerobaseone,group,core,tier_1,true,latest,recent,MELTING POINT,2023-11-06,2023,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,ZEROBASEONE MELTING POINT official mv,false,https://www.youtube.com/channel/UCSAp0Yl9S0Zq5uDqE6im_XQ
6ad01e20-03c5-59d2-a4dd-5a351c76437c:youtube_mv,youtube_mv,SEVENTEEN,seventeen,group,core,tier_1,true,recent,recent,SEVENTEENTH HEAVEN,2023-10-23,2023,album,ep,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,"No dependable title-track metadata is attached yet, so MV verification falls back to the release title.",allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,SEVENTEEN SEVENTEENTH HEAVEN official mv,false,https://www.youtube.com/channel/UC0gpUnoyhu44aS3-NxYs7rg | https://www.youtube.com/@HYBELABELS | https://www.youtube.com/channel/UCfkXDY7vwkcJ8ddFGz8KusA
2f8a42f0-a67c-58f6-9399-0be94616b11d:youtube_mv,youtube_mv,ITZY,itzy,group,core,tier_1,true,recent,recent,RINGO,2023-10-18,2023,album,album,unresolved,low_confidence_gap,unresolved,,releaseHistory.placeholder_seed,7,No canonical MV target is attached yet.,allowlist 범위에서 공식 MV를 재검토하고 명확할 때만 manual override를 추가합니다.,ITZY RINGO official mv,false,https://www.youtube.com/channel/UCDhM2k2Cua-JdobAh5moMFg | https://www.youtube.com/@JYPEntertainment
