queue_key,group,slug,entity_type,entity_tier,priority_tier,high_impact,entity_cohort,release_cohort,release_title,release_date,release_year,stream,release_kind,title_track_status,candidate_title_count,double_title_candidate,track_titles,candidate_titles,candidate_sources,review_reason,recommended_action
cc26984b-ed23-5e96-9bbd-8364ce7c037b,YENA,yena,solo,unknown,tier_1,true,latest,historical,ˣ‿ˣ (SMiLEY),2022-01-17,2022,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
2d04739d-b06e-58b1-b4d8-291ebe584b86,ATEEZ,ateez,group,core,tier_1,true,historical,historical,ZERO : FEVER Epilogue,2021-12-10,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
29eeaee2-670e-58f6-ab0b-3f93af5e37f7,ONEUS,oneus,group,longtail,tier_1,true,latest,historical,BLOOD MOON,2021-11-09,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
af513b53-300b-5eaa-b4aa-5d432ce01061,SEVENTEEN,seventeen,group,core,tier_1,true,historical,historical,Attacca,2021-10-22,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
b0fc0020-f35f-51b9-a8b5-40449c6cee0f,ENHYPEN,enhypen,group,core,tier_1,true,latest,historical,Dimension: Dilemma,2021-10-12,2021,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
e94a64ce-0b2e-5ed2-9f68-7abdb1fba7c1,AB6IX,ab6ix,group,longtail,tier_1,true,latest,historical,MO’ COMPLETE,2021-09-27,2021,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
ded93a11-901e-5fc3-9339-3f7cf18b1193,ITZY,itzy,group,core,tier_1,true,historical,historical,CRAZY IN LOVE,2021-09-24,2021,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
5a77657f-6d8b-5201-a1b3-60daf2620687,ATEEZ,ateez,group,core,tier_1,true,historical,historical,ZERO : FEVER Part.3,2021-09-13,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
7d1a9906-edd2-5617-bc43-52347ad8c557,Stray Kids,stray-kids,group,core,tier_1,true,historical,historical,NOEASY,2021-08-23,2021,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
1bb23ca3-8901-5017-9233-b4fa894754a6,ATEEZ,ateez,group,core,tier_1,true,historical,historical,Season Songs,2021-08-16,2021,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
72e852fc-432d-5cb3-a8a8-279ae5e4c66c,SEVENTEEN,seventeen,group,core,tier_1,true,historical,historical,Your Choice,2021-06-18,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
64de5ad4-72c1-53b3-b8b3-b18066608750,ENHYPEN,enhypen,group,core,tier_1,true,latest,historical,BORDER: 儚い,2021-06-06,2021,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
a3918752-a1b1-52ad-a4a4-266e9f65b992,MAMAMOO,mamamoo,group,core,tier_1,true,historical,historical,WAW,2021-06-02,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
6bb1c38b-368b-557e-8d83-893fe96a3929,TOMORROW X TOGETHER,tomorrow-x-together,group,core,tier_1,true,latest,historical,The Chaos Chapter: FREEZE,2021-05-31,2021,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
da12efdf-fc8e-5d5a-90fa-c2d83a85ab0c,ATEEZ,ateez,group,core,tier_1,true,historical,historical,킹덤 <FINAL : WHO IS THE KING?>,2021-05-28,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
9edaa978-fa92-5232-8274-01bef8b4bfdf,Stray Kids,stray-kids,group,core,tier_1,true,historical,historical,킹덤 <FINAL : WHO IS THE KING?>,2021-05-28,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
dc45148c-6e8a-5966-9550-dae288aaa558,ONEUS,oneus,group,longtail,tier_1,true,latest,historical,BINARY CODE,2021-05-11,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
fa7fc9d6-c28e-5226-9414-7ed046e4397b,ITZY,itzy,group,core,tier_1,true,historical,historical,GUESS WHO,2021-04-30,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
e9ab0121-daf0-5fd1-b23d-6f8f71dbfc16,AB6IX,ab6ix,group,longtail,tier_1,true,latest,historical,MO' COMPLETE: HAVE A DREAM,2021-04-26,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
516cd3f0-9b87-5208-9f88-7b06845d838e,ENHYPEN,enhypen,group,core,tier_1,true,latest,historical,BORDER : CARNIVAL,2021-04-26,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
0e4ca50e-9279-5582-8c3c-d3010297f59b,ATEEZ,ateez,group,core,tier_1,true,historical,historical,Into the A to Z,2021-03-24,2021,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
eba9add0-716f-5f78-b773-81ee61176ade,ATEEZ,ateez,group,core,tier_1,true,historical,historical,ZERO : FEVER PART 2,2021-03-01,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
6bd7f1e6-e622-5064-9ed8-c1e3e23cb7c2,(G)I-DLE,g-i-dle,group,core,tier_1,true,historical,historical,I burn,2021-01-11,2021,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
a068bd18-8b65-579f-8d3f-cda982735608,TREASURE,treasure,group,core,tier_1,true,latest,historical,THE FIRST STEP : TREASURE EFFECT,2021-01-11,2021,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
3e4c10d8-6518-5071-86da-6557a67f6d67,ENHYPEN,enhypen,group,core,tier_1,true,latest,historical,BORDER : DAY ONE,2020-11-30,2020,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
73e410ba-86ed-5834-a15d-b577c3af2ace,TREASURE,treasure,group,core,tier_1,true,latest,historical,THE FIRST STEP : CHAPTER THREE,2020-11-06,2020,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
8036edb9-738f-520f-91bf-bbdba0c3ad43,SEVENTEEN,seventeen,group,core,tier_1,true,historical,historical,; [Semicolon],2020-10-19,2020,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
ef2dd57a-0722-5534-91e5-d628a5a6385d,TREASURE,treasure,group,core,tier_1,true,latest,historical,THE FIRST STEP : CHAPTER TWO,2020-09-18,2020,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
6260d1c3-32f8-513b-93e6-58f62cf697f0,TREASURE,treasure,group,core,tier_1,true,latest,historical,THE FIRST STEP : CHAPTER ONE,2020-08-07,2020,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
5ce8d66c-25cf-5a15-903c-7f5871c0040d,SEVENTEEN,seventeen,group,core,tier_1,true,historical,historical,Heng:garæ,2020-06-22,2020,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
7b67786c-fc1c-5d39-a7b1-b51c9aa87bac,TOMORROW X TOGETHER,tomorrow-x-together,group,core,tier_1,true,latest,historical,The Dream Chapter: ETERNITY,2020-05-18,2020,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
e547337e-506c-5e81-bff1-d7b02eb99fab,NCT DREAM,nct-dream,unit,core,tier_1,true,historical,historical,Reload,2020-04-29,2020,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
5c621ad1-5639-5b33-a504-2b17e162c891,(G)I-DLE,g-i-dle,group,core,tier_1,true,historical,historical,I trust,2020-04-06,2020,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
9820b878-4e80-566d-9260-cf4cf2ef5054,ONEUS,oneus,group,longtail,tier_1,true,latest,historical,In Its Time,2020-03-24,2020,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
2ed98349-4772-5932-9d92-e79473c03035,ITZY,itzy,group,core,tier_1,true,historical,historical,IT’z ME,2020-03-09,2020,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
7736ae01-26c0-5757-927f-613d968946ab,AB6IX,ab6ix,group,longtail,tier_1,true,latest,historical,5NALLY,2020-02-13,2020,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
58986649-6437-5f27-b590-5fad486e7dc8,(G)I-DLE,g-i-dle,group,core,tier_1,true,historical,historical,"Sugar Man 3, EPISODE.8",2020-02-01,2020,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
5a8cd87c-0792-529c-963e-59909c0efb8b,TOMORROW X TOGETHER,tomorrow-x-together,group,core,tier_1,true,latest,historical,MAGIC HOUR,2020-01-15,2020,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
a870ed21-0c65-5309-a47b-4da9d77fbbb9,TWICE,twice,group,core,tier_1,true,historical,historical,&TWICE,2019-11-20,2019,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
ed568988-b98f-5153-96cc-42236cf3c691,TOMORROW X TOGETHER,tomorrow-x-together,group,core,tier_1,true,latest,historical,The Dream Chapter: MAGIC,2019-10-21,2019,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
e4d8ad29-2cf9-5da4-ad67-85566cf6b28a,(G)I-DLE,g-i-dle,group,core,tier_1,true,historical,historical,Queendom < Box of Pandora > Pt. 1,2019-10-18,2019,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
ec32c54c-70fb-5b07-93bf-8ee5cacb1ea0,MAMAMOO,mamamoo,group,core,tier_1,true,historical,historical,Queendom < Box of Pandora > Pt. 1,2019-10-18,2019,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
95107d69-2956-570d-8254-23696a003142,ATEEZ,ateez,group,core,tier_1,true,historical,historical,TREASURE EP.FIN : All to Action,2019-10-08,2019,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
5df9249e-7132-5fc6-a254-a79ac89b1f48,AB6IX,ab6ix,group,longtail,tier_1,true,latest,historical,6IXENSE,2019-10-07,2019,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
c39da172-fc06-5486-94db-ebe8c9d1e2a9,ONEUS,oneus,group,longtail,tier_1,true,latest,historical,Fly with Us,2019-09-30,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
73637c89-26b9-5e24-9df3-b340a33d85ca,Red Velvet,red-velvet,group,core,tier_1,true,historical,historical,‘The ReVe Festival’ Day 2,2019-08-20,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
b7ded59e-1dd2-5914-87a2-b096e32fd32b,MAMAMOO,mamamoo,group,core,tier_1,true,historical,historical,4colors,2019-08-07,2019,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
127e836c-3bca-5944-bcf8-026053c7f642,ITZY,itzy,group,core,tier_1,true,historical,historical,IT’z ICY,2019-07-29,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
2fd987b3-3cb4-5ea2-84a3-862054da610a,Red Velvet,red-velvet,group,core,tier_1,true,historical,historical,‘The ReVe Festival’ Day 1,2019-06-19,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
23ab70c9-35ab-5cbe-83c6-7faf1da33ce1,ATEEZ,ateez,group,core,tier_1,true,historical,historical,TREASURE EP.3 : One to All,2019-06-10,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
b1493d3b-58ca-55a3-900d-b9a662c3fcb5,ONEUS,oneus,group,longtail,tier_1,true,latest,historical,RAISE US,2019-05-30,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
8d4b86dd-54e1-5501-8ca5-923846c5ed6d,AB6IX,ab6ix,group,longtail,tier_1,true,latest,historical,B:COMPLETE,2019-05-22,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
333c80c9-3061-53d6-951a-0e69fdf8f545,BTS,bts,group,core,tier_1,true,latest,historical,MAP OF THE SOUL : PERSONA,2019-04-12,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
f898a582-911c-5aee-bc77-72c7d5465e19,MAMAMOO,mamamoo,group,core,tier_1,true,historical,historical,White Wind,2019-03-14,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
07629c0a-e34d-5187-9180-ff10479f520a,TOMORROW X TOGETHER,tomorrow-x-together,group,core,tier_1,true,latest,historical,The Dream Chapter: STAR,2019-03-04,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
77852469-03cc-5154-a2f3-1327f764d1a0,(G)I-DLE,g-i-dle,group,core,tier_1,true,historical,historical,I made,2019-02-26,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
f2594513-fe7a-5391-820f-c2e0024419e6,ITZY,itzy,group,core,tier_1,true,historical,historical,IT’z Different,2019-02-12,2019,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
c3e3e1f2-fb13-5b20-8657-b4f7039e5c24,SEVENTEEN,seventeen,group,core,tier_1,true,historical,historical,YOU MADE MY DAWN,2019-01-21,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
641ef948-70ce-5a8e-8c74-6ccf2dce94f3,ATEEZ,ateez,group,core,tier_1,true,historical,historical,TREASURE EP.2 : Zero to One,2019-01-15,2019,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
d0d7ea83-fcd6-5a96-8ff9-f2f6ba5fbb33,Red Velvet,red-velvet,group,core,tier_1,true,historical,historical,RBB,2018-11-30,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
368f9d5b-cd7a-55a5-8138-f78c0faaed87,MAMAMOO,mamamoo,group,core,tier_1,true,historical,historical,BLUE;S,2018-11-29,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
4c817491-3783-50d0-ad63-eeb44fb40994,Red Velvet,red-velvet,group,core,tier_1,true,historical,historical,Summer Magic,2018-08-06,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
d3840436-141c-5a12-8c93-5d89d0b2f95e,Stray Kids,stray-kids,group,core,tier_1,true,historical,historical,I am WHO,2018-08-06,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
57996e0a-ddb1-55e3-95e7-fc73a8f88a5e,SEVENTEEN,seventeen,group,core,tier_1,true,historical,historical,YOU MAKE MY DAY,2018-07-16,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
e819d60b-0c77-5665-ab7c-68a31926caaf,SHINee,shinee,group,core,tier_1,true,historical,historical,The Story of Light EP.3,2018-06-25,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
022c5d6f-c7b3-51db-a76f-e7bd5cba8f42,(G)I-DLE,g-i-dle,group,core,tier_1,true,historical,historical,ONE,2018-06-17,2018,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
fbca20e6-f7a3-5b69-9abd-d27a36dd11d9,BLACKPINK,blackpink,group,core,tier_1,true,historical,historical,SQUARE UP,2018-06-15,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
53234f30-c17e-552d-bc3e-e7ff524a98c4,SHINee,shinee,group,core,tier_1,true,historical,historical,The Story of Light EP.2,2018-06-11,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
fdf2437f-f833-5144-9404-dcdc789a436a,SEVENTEEN,seventeen,group,core,tier_1,true,historical,historical,WE MAKE YOU,2018-05-30,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
5feb8a1e-056a-5f82-b7dd-da9ff325bc0e,SHINee,shinee,group,core,tier_1,true,historical,historical,The Story of Light EP.1,2018-05-28,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
92bbf944-cbfd-5e78-800a-c2868b6681ed,(G)I-DLE,g-i-dle,group,core,tier_1,true,historical,historical,I am,2018-05-02,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
7a2098dd-eae0-5e9d-83b7-d531097ec6db,BTS,bts,group,core,tier_1,true,latest,historical,FACE YOURSELF,2018-04-04,2018,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
defc493e-1fdb-5fdf-8006-509e9dfd3f28,Stray Kids,stray-kids,group,core,tier_1,true,historical,historical,I am NOT,2018-03-26,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
733cca9c-5260-5719-bf9c-b8c66485a980,MAMAMOO,mamamoo,group,core,tier_1,true,historical,historical,Yellow Flower,2018-03-07,2018,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
838cbe9b-fd50-59c1-be1c-42d37f694685,EXO,exo,group,core,tier_1,true,historical,historical,COUNTDOWN,2018-01-24,2018,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
77cc61f6-9782-53cb-9a60-96e714d85dda,Red Velvet,red-velvet,group,core,tier_1,true,historical,historical,Perfect Velvet,2017-11-17,2017,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
c4bb28bf-0f15-514f-8772-84dbee98f023,SEVENTEEN,seventeen,group,core,tier_1,true,historical,historical,"TEEN, AGE",2017-11-06,2017,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
756b10bf-d09a-525f-ba50-0879d91f228e,BLACKPINK,blackpink,group,core,tier_1,true,historical,historical,BLACKPINK,2017-08-29,2017,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
a2b88192-6ff3-5006-9d2c-352a614af621,EXO,exo,group,core,tier_1,true,historical,historical,THE WAR,2017-07-18,2017,album,album,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
1fec0ec2-1f7d-5509-9fb4-bd27eccbdfd7,Red Velvet,red-velvet,group,core,tier_1,true,historical,historical,The Red Summer,2017-07-09,2017,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
5ddb4ee5-c4bb-50ac-81d3-c3db169a9b3c,MAMAMOO,mamamoo,group,core,tier_1,true,historical,historical,Purple,2017-06-22,2017,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
3b4c989d-7e72-55dc-8d86-bf9945fa2fa7,SEVENTEEN,seventeen,group,core,tier_1,true,historical,historical,Al1,2017-05-22,2017,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
a97f926b-56da-5044-910b-2b72087a536e,EXO,exo,group,core,tier_1,true,historical,historical,Coming Over,2016-12-07,2016,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
0b7a5b24-9146-5413-867f-134742a9fa14,SEVENTEEN,seventeen,group,core,tier_1,true,historical,historical,Going Seventeen,2016-12-05,2016,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
50eb93fa-3e7d-5be7-a595-013f0eb40acc,BLACKPINK,blackpink,group,core,tier_1,true,historical,historical,SQUARE TWO,2016-11-01,2016,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
fe4ab5a2-43db-5f7c-a5c7-0dc7712c0b6f,Red Velvet,red-velvet,group,core,tier_1,true,historical,historical,Russian Roulette,2016-09-07,2016,album,ep,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
f06ca2cc-2bff-5c1b-845c-13a9b47a5f6d,MAMAMOO,mamamoo,group,core,tier_1,true,historical,historical,"Angel, DABDAB",2016-08-31,2016,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
75a1f8cf-fa53-5d6e-975e-bffba0bfe098,BLACKPINK,blackpink,group,core,tier_1,true,historical,historical,SQUARE ONE,2016-08-08,2016,song,single,unresolved,0,false,,,,No dependable title-track signal was attached to this release row.,track list / teaser / highlight medley 등 dependable source를 확인하고 title-track를 명시적으로 보강합니다.
